Sales_Rep,Business,Age,Female,Years,College,Personality,Certficates,Feedback,Salary,NPS
9096,Hardware,26,0,1,Yes,Explorer,3,3.04,71000,10
9097,Hardware,26,0,1,Yes,Diplomat,0,2.92,42000,4
9098,Hardware,32,1,1,Yes,Diplomat,2,2.63,58600,5
9099,Hardware,33,0,2,Yes,Diplomat,3,1.66,71000,6
9100,Software,35,0,2,Yes,Analyst,1,2.83,42000,2
9101,Software,42,0,1,Yes,Explorer,0,2.76,67000,5
9102,Software,26,0,1,Yes,Explorer,5,2.41,92000,9
9103,Hardware,40,0,8,Yes,Explorer,1,3.36,83000,5
9104,Software,53,1,2,No,Sentinel,2,3.62,78400,6
9105,Hardware,37,0,12,Yes,Explorer,5,4.00,141000,8
9106,Hardware,54,1,2,No,Explorer,1,3.43,85200,6
9107,Hardware,31,1,8,Yes,Diplomat,3,2.07,61800,7
9108,Software,23,0,2,No,Sentinel,2,2.07,31000,4
9109,Software,44,0,7,Yes,Diplomat,3,3.82,99000,9
9110,Hardware,47,0,1,Yes,Explorer,4,1.55,128000,7
9111,Software,43,1,2,Yes,Sentinel,2,3.97,70400,6
9112,Software,44,0,2,Yes,Explorer,6,2.22,90000,8
9113,Hardware,55,0,4,No,Analyst,5,2.71,115000,7
9114,Software,43,1,2,Yes,Sentinel,4,2.74,64400,6
9115,Hardware,42,0,2,Yes,Explorer,2,2.10,64000,6
9116,Hardware,26,0,3,No,Diplomat,1,2.59,44000,6
9117,Software,32,0,3,Yes,Explorer,4,1.84,71000,8
9118,Hardware,33,0,2,Yes,Analyst,4,3.09,68000,3
9119,Hardware,59,0,4,No,Explorer,1,2.64,90000,7
9120,Software,27,1,9,No,Explorer,2,2.09,44600,9
9121,Hardware,36,0,2,Yes,Sentinel,0,3.60,65000,4
9122,Software,52,0,1,No,Analyst,3,3.94,76000,5
9123,Software,23,0,1,Yes,Explorer,3,3.96,68000,9
9124,Software,41,1,5,Yes,Explorer,4,1.65,94800,10
9125,Hardware,44,1,1,Yes,Analyst,5,3.78,101200,6
9126,Software,57,0,2,Yes,Analyst,3,3.82,107000,5
9127,Hardware,59,0,6,Yes,Analyst,4,1.54,86000,7
9128,Hardware,28,1,2,Yes,Diplomat,3,2.69,90400,9
9129,Software,39,1,1,Yes,Sentinel,1,2.22,51200,4
9130,Hardware,30,0,2,No,Explorer,6,1.22,76000,9
9131,Software,55,1,2,Yes,Explorer,6,1.83,68000,8
9132,Hardware,27,0,2,No,Sentinel,1,2.64,29000,3
9133,Software,40,1,1,Yes,Explorer,4,2.76,70000,9
9134,Hardware,48,0,1,Yes,Explorer,2,3.11,71000,6
9135,Hardware,64,0,5,Yes,Explorer,3,2.50,88000,9
9136,Hardware,26,0,1,No,Explorer,0,2.36,42000,6
9137,Hardware,34,0,7,Yes,Explorer,5,1.34,93000,8
9138,Hardware,52,1,7,Yes,Diplomat,3,3.15,83600,9
9139,Software,39,0,2,Yes,Sentinel,2,2.79,54000,5
9140,Software,29,1,2,Yes,Sentinel,2,1.42,58200,4
9141,Software,38,1,9,Yes,Diplomat,5,1.58,101400,8
9142,Hardware,52,0,10,Yes,Diplomat,3,2.62,101000,8
9143,Hardware,46,0,1,No,Diplomat,5,1.49,61000,8
9144,Software,45,1,5,Yes,Sentinel,3,1.94,68000,3
9145,Software,26,0,1,Yes,Diplomat,5,3.84,102000,8
9146,Software,46,1,2,Yes,Diplomat,6,1.85,120800,10
9147,Software,48,0,1,Yes,Analyst,3,1.99,63000,3
9148,Hardware,25,1,1,No,Explorer,4,3.14,67000,8
9149,Hardware,37,0,1,Yes,Diplomat,1,2.09,88000,7
9150,Hardware,27,1,6,No,Explorer,2,1.33,40600,5
9151,Software,36,1,1,Yes,Diplomat,1,2.15,47800,2
9152,Hardware,39,0,2,No,Analyst,2,2.06,66000,3
9153,Software,53,1,1,No,Diplomat,2,3.32,78400,9
9154,Software,46,0,2,Yes,Diplomat,6,2.99,90000,8
9155,Hardware,26,1,1,Yes,Diplomat,2,1.44,57800,5
9156,Hardware,63,1,2,Yes,Diplomat,0,1.78,53400,4
9157,Software,47,0,1,No,Sentinel,4,1.20,46000,4
9158,Software,41,1,2,Yes,Sentinel,1,3.76,72800,4
9159,Software,34,1,2,Yes,Explorer,2,1.97,49200,4
9160,Hardware,41,1,1,No,Explorer,0,2.07,44800,3
9161,Hardware,41,1,2,No,Sentinel,1,2.53,32800,4
9162,Software,35,1,1,Yes,Explorer,5,3.68,101000,9
9163,Software,23,1,1,Yes,Diplomat,5,2.21,79400,5
9164,Software,34,0,1,Yes,Explorer,2,1.8,62000,5
9165,Hardware,40,1,2,Yes,Diplomat,0,1.88,69000,5
9166,Hardware,43,1,4,Yes,Diplomat,2,1.29,69400,5
9167,Hardware,64,1,7,Yes,Explorer,5,3.93,103200,9
9168,Hardware,62,0,2,Yes,Diplomat,2,2.8,73000,4
9169,Software,25,0,1,No,Analyst,5,1.72,61000,4
9170,Hardware,52,1,1,Yes,Diplomat,0,3.33,61600,5
9171,Hardware,24,0,1,Yes,Analyst,3,2.22,51000,4
9172,Hardware,27,1,2,Yes,Explorer,0,4.00,77600,6
9173,Software,45,0,5,Yes,Analyst,1,2.34,60000,4
9174,Software,34,1,1,Yes,Diplomat,3,3.96,86200,7
9175,Software,33,0,1,Yes,Diplomat,3,2.99,86000,8
9176,Software,57,0,2,Yes,Diplomat,4,1.72,71000,6
9177,Software,36,1,1,Yes,Diplomat,4,2.74,77800,6
9178,Software,36,1,3,Yes,Explorer,5,2.97,68800,7
9179,Software,26,1,2,Yes,Explorer,5,2.12,72800,9
9180,Software,45,0,1,Yes,Diplomat,1,3.22,99000,8
9181,Software,42,0,1,Yes,Explorer,6,1.67,89000,10
9182,Software,36,0,1,Yes,Explorer,3,2.21,44000,4
9183,Hardware,60,0,2,Yes,Diplomat,6,3.72,146000,10
9184,Hardware,54,0,2,Yes,Explorer,3,2.83,72000,4
9185,Software,37,1,3,Yes,Diplomat,2,2.49,58600,3
9186,Software,55,0,7,No,Analyst,4,1.49,66000,4
9187,Hardware,59,0,1,Yes,Analyst,1,3.08,52000,3
9188,Hardware,52,0,3,Yes,Sentinel,4,2.57,88000,5
9189,Software,42,1,2,Yes,Diplomat,1,2.5,51600,5
9190,Software,53,1,1,Yes,Explorer,2,1.32,70400,4
9191,Hardware,64,0,10,Yes,Sentinel,0,1.66,51000,3
9192,Software,51,1,2,Yes,Explorer,2,3.70,62800,8
9193,Hardware,24,0,2,No,Sentinel,4,3.71,42000,4
9194,Hardware,47,0,2,Yes,Analyst,4,1.75,78000,4
9195,Hardware,37,0,2,Yes,Diplomat,4,3.87,109000,10
9196,Hardware,49,1,2,Yes,Diplomat,1,2.6,53200,6
9197,Hardware,43,0,12,Yes,Explorer,1,3,57000,6
9198,Hardware,57,1,12,Yes,Diplomat,2,1.65,82600,9
9199,Hardware,56,1,11,No,Explorer,1,1.84,53800,6
9200,Hardware,45,1,1,Yes,Analyst,3,3.11,69000,3
9201,Software,28,0,2,Yes,Explorer,3,3.74,119000,9
9202,Hardware,60,1,2,No,Explorer,0,4.00,47000,8
9203,Hardware,47,0,1,No,Sentinel,2,2.79,48000,3
9204,Software,56,1,2,Yes,Analyst,1,3.56,47800,9
9205,Software,29,0,1,Yes,Sentinel,6,2.75,67000,8
9206,Software,34,0,1,Yes,Analyst,1,3.13,65000,4
9207,Hardware,58,0,7,Yes,Diplomat,2,1.61,76000,7
9208,Software,23,1,4,Yes,Explorer,2,3.71,68400,8
9209,Software,40,1,2,Yes,Sentinel,2,1.68,43000,5
9210,Software,44,0,2,Yes,Sentinel,4,1.35,63000,4
9211,Software,46,1,1,Yes,Diplomat,3,1.66,79800,5
9212,Software,55,1,2,No,Diplomat,2,3.68,64000,8
9213,Software,50,1,2,Yes,Analyst,4,2.87,65000,7
9214,Software,48,0,6,Yes,Diplomat,1,2.87,87000,6
9215,Software,47,0,2,Yes,Diplomat,1,2.35,80000,5
9216,Software,52,0,1,No,Diplomat,4,3.01,88000,6
9217,Software,48,0,2,Yes,Diplomat,0,2.75,80000,7
9218,Software,40,0,9,No,Diplomat,3,1.33,65000,7
9219,Hardware,59,0,1,Yes,Explorer,5,2.55,143000,8
9220,Software,33,0,2,Yes,Explorer,5,2.24,113000,7
9221,Software,36,0,1,No,Analyst,3,2.03,43000,6
9222,Software,46,0,1,Yes,Explorer,0,3.31,89000,5
9223,Software,28,0,2,Yes,Diplomat,2,1.44,52000,8
9224,Hardware,44,0,6,Yes,Explorer,1,1.91,84000,7
9225,Hardware,45,0,3,No,Diplomat,3,2.12,64000,6
9226,Software,50,1,4,Yes,Explorer,1,2.23,73000,6
9227,Hardware,33,0,2,Yes,Explorer,3,2.09,76000,10
9228,Software,27,0,1,Yes,Sentinel,0,2.27,51000,4
9229,Software,43,0,1,Yes,Diplomat,4,3.09,115000,5
9230,Software,44,1,1,Yes,Analyst,3,3.75,53200,6
9231,Hardware,27,1,2,Yes,Explorer,0,1.91,62600,5
9232,Hardware,50,0,3,Yes,Diplomat,3,1.9,83000,7
9233,Hardware,24,0,1,Yes,Diplomat,5,3.29,61000,5
9234,Software,56,0,1,Yes,Explorer,3,2.10,88000,6
9235,Hardware,37,0,4,No,Sentinel,2,2.54,65000,5
9236,Software,53,1,1,Yes,Explorer,3,1.70,62400,10
9237,Software,39,0,2,Yes,Explorer,4,1.96,104000,9
9238,Hardware,49,1,4,Yes,Sentinel,4,2.73,76200,7
9239,Software,27,1,1,Yes,Explorer,3,2.70,62600,9
9240,Hardware,29,0,2,No,Diplomat,0,2.97,58000,4
9241,Software,55,0,10,Yes,Explorer,1,1.11,55000,7
9242,Software,22,0,1,No,Diplomat,1,3.45,37000,4
9243,Software,46,0,10,Yes,Diplomat,5,2.61,139000,9
9244,Software,25,1,2,Yes,Analyst,2,3.70,44000,5
9245,Software,40,0,1,Yes,Explorer,1,2.94,73000,4
9246,Hardware,34,0,2,Yes,Sentinel,1,4.00,57000,3
9247,Hardware,26,0,2,Yes,Diplomat,4,3.09,78000,9
9248,Hardware,56,0,1,Yes,Diplomat,3,3.95,96000,5
9249,Software,33,1,1,No,Analyst,0,2.37,36400,2
9250,Software,42,0,2,Yes,Diplomat,4,2.93,122000,10
9251,Software,48,1,1,Yes,Explorer,1,3.25,86400,5
9252,Software,49,0,1,Yes,Explorer,2,1.64,69000,4
9253,Software,27,0,2,Yes,Explorer,2,1.22,68000,4
9254,Software,51,0,2,Yes,Explorer,1,1.81,76000,5
9255,Software,54,1,3,No,Diplomat,2,3.67,67200,5
9256,Software,50,1,1,No,Diplomat,3,3.84,92000,9
9257,Software,47,0,2,Yes,Explorer,3,1.31,79000,3
9258,Hardware,62,0,2,Yes,Explorer,3,3.11,83000,10
9259,Hardware,57,0,4,Yes,Diplomat,4,3.12,95000,10
9260,Software,37,0,1,Yes,Explorer,1,3.1,65000,3
9261,Hardware,51,1,5,Yes,Diplomat,2,3.13,94800,10
9262,Hardware,51,0,2,Yes,Sentinel,2,3,55000,5
9263,Software,52,1,2,Yes,Diplomat,3,3.61,85600,8
9264,Hardware,63,0,1,Yes,Explorer,0,2.97,71000,9
9265,Hardware,30,0,5,Yes,Diplomat,1,3.48,76000,8
9266,Hardware,43,1,6,Yes,Explorer,2,3.18,82400,3
9267,Software,52,0,2,Yes,Explorer,0,2.88,69000,4
9268,Hardware,27,1,2,No,Explorer,4,3.43,70600,10
9269,Hardware,50,0,4,Yes,Explorer,1,2.16,90000,6
9270,Software,24,1,1,Yes,Analyst,2,3.66,50200,5
9271,Software,51,0,1,Yes,Diplomat,6,3.32,142000,9
9272,Software,54,0,3,Yes,Diplomat,2,3.50,100000,5
9273,Software,53,1,2,No,Analyst,0,2.68,32400,2
9274,Hardware,50,1,2,Yes,Diplomat,4,3.11,92000,8
9275,Hardware,33,0,1,No,Explorer,0,3.16,63000,7
9276,Hardware,63,1,1,Yes,Diplomat,3,2.15,76400,5
9277,Software,22,0,1,Yes,Explorer,1,2.89,45000,7
9278,Software,29,0,2,Yes,Diplomat,1,1.63,75000,7
9279,Software,46,1,4,Yes,Analyst,3,1.37,50800,4
9280,Software,38,0,2,Yes,Explorer,2,1.40,68000,8
9281,Software,22,1,2,Yes,Explorer,6,2.42,80600,9
9282,Hardware,53,0,1,Yes,Analyst,2,1.15,64000,5
9283,Hardware,31,0,5,Yes,Sentinel,2,1.77,63000,4
9284,Hardware,60,0,2,No,Explorer,1,3.37,82000,4
9285,Software,26,0,1,Yes,Sentinel,1,2.83,36000,3
9286,Software,29,1,2,No,Analyst,0,1.16,39200,3
9287,Software,22,0,2,Yes,Explorer,4,1.69,52000,8
9288,Hardware,49,0,2,Yes,Explorer,6,1.90,109000,9
9289,Software,47,0,1,Yes,Explorer,2,2.83,60000,7
9290,Hardware,29,0,1,Yes,Explorer,4,2.44,61000,7
9291,Hardware,25,0,1,Yes,Analyst,2,2.99,59000,5
9292,Hardware,27,0,1,Yes,Diplomat,1,2.20,49000,5
9293,Software,37,1,2,No,Diplomat,6,3.66,100600,8
9294,Software,44,0,12,Yes,Explorer,6,1.62,91000,9
9295,Hardware,32,0,2,Yes,Analyst,1,1.61,59000,5
9296,Hardware,55,1,1,Yes,Sentinel,6,1.35,74000,5
9297,Software,49,0,2,Yes,Diplomat,4,1.52,98000,10
9298,Software,23,1,1,Yes,Diplomat,2,3.62,68400,8
9299,Software,37,0,1,Yes,Analyst,5,3.78,96000,6
9300,Software,55,0,7,Yes,Diplomat,1,1.99,65000,9
9301,Software,41,0,5,Yes,Analyst,1,3.43,86000,3
9302,Software,40,1,11,Yes,Analyst,2,2.44,54000,4
9303,Hardware,31,0,2,Yes,Sentinel,3,2.56,71000,9
9304,Hardware,45,1,8,Yes,Explorer,0,2.55,45000,4
9305,Hardware,28,0,2,Yes,Diplomat,3,3.76,61000,8
9306,Software,33,0,1,No,Analyst,4,3.96,61000,7
9307,Hardware,46,0,2,No,Explorer,2,2.99,64000,8
9308,Hardware,65,0,2,Yes,Sentinel,3,3.43,68000,4
9309,Software,23,1,2,Yes,Diplomat,2,2.71,71400,4
9310,Hardware,47,0,9,Yes,Explorer,2,3.65,93000,9
9311,Hardware,37,0,1,Yes,Diplomat,3,3.12,77000,4
9312,Hardware,52,1,8,Yes,Diplomat,1,2.28,63600,8
9313,Hardware,25,0,2,Yes,Analyst,4,1.73,52000,5
9314,Hardware,59,1,1,Yes,Diplomat,3,3.05,99200,8
9315,Hardware,59,0,2,No,Explorer,1,2.11,60000,7
9316,Software,32,0,1,No,Diplomat,0,3.23,59000,4
9317,Hardware,42,1,2,Yes,Explorer,2,2.69,73600,10
9318,Hardware,51,1,2,Yes,Sentinel,4,3.40,86800,8
9319,Hardware,27,0,2,Yes,Diplomat,4,1.77,67000,6
9320,Software,43,0,2,No,Analyst,0,2.26,44000,2
9321,Software,48,1,1,Yes,Explorer,6,3.14,90400,6
9322,Hardware,36,1,1,Yes,Diplomat,2,1.78,64800,5
9323,Software,22,0,2,Yes,Explorer,0,3.15,36000,7
9324,Software,51,0,2,Yes,Explorer,0,3.65,65000,5
9325,Hardware,61,0,2,No,Explorer,1,4.00,59000,8
9326,Software,42,1,4,Yes,Explorer,4,3.98,89600,9
9327,Software,26,1,1,Yes,Diplomat,2,3.72,59800,5
9328,Hardware,52,1,1,Yes,Analyst,1,1.33,42600,3
9329,Hardware,59,1,6,Yes,Explorer,0,2.76,65200,6
9330,Hardware,48,0,3,Yes,Diplomat,2,2.55,113000,7
9331,Hardware,36,1,1,Yes,Diplomat,3,2.79,75800,7
9332,Hardware,38,0,1,Yes,Diplomat,0,3.50,57000,5
9333,Hardware,30,1,1,Yes,Explorer,4,2.21,67000,6
9334,Software,21,1,1,No,Explorer,1,3.88,46800,7
9335,Hardware,42,0,1,Yes,Diplomat,0,2.71,65000,7
9336,Hardware,64,0,1,Yes,Diplomat,6,1.66,133000,7
9337,Hardware,57,0,7,Yes,Diplomat,0,3.06,76000,6
9338,Hardware,32,0,1,No,Explorer,2,2.4,49000,6
9339,Software,44,1,2,No,Diplomat,5,1.21,64200,9
9340,Hardware,60,0,3,Yes,Diplomat,2,2.81,59000,4
9341,Software,42,0,5,Yes,Explorer,3,1.76,102000,8
9342,Hardware,40,0,2,Yes,Explorer,2,4.00,97000,8
9343,Software,32,0,1,Yes,Explorer,6,2.18,81000,7
9344,Hardware,51,0,2,Yes,Diplomat,0,4.00,87000,6
9345,Software,32,1,7,No,Explorer,2,2.23,46600,5
9346,Hardware,56,0,3,Yes,Explorer,0,1.38,61000,5
9347,Hardware,56,0,2,Yes,Diplomat,3,3.68,121000,10
9348,Software,39,0,2,Yes,Explorer,4,2.44,107000,10
9349,Software,39,1,2,Yes,Diplomat,0,1.22,48200,2
9350,Hardware,45,0,2,No,Sentinel,1,1.19,46000,3
9351,Software,54,0,10,Yes,Sentinel,5,2.44,77000,10
9352,Hardware,61,0,2,Yes,Sentinel,1,1.44,46000,3
9353,Software,42,0,3,Yes,Diplomat,3,1.64,74000,5
9354,Hardware,65,0,2,Yes,Analyst,3,2.37,55000,4
9355,Hardware,57,0,4,Yes,Sentinel,1,4.00,74000,6
9356,Hardware,38,0,2,Yes,Diplomat,2,3.09,77000,7
9357,Hardware,57,0,2,Yes,Diplomat,3,2.90,86000,7
9358,Software,50,0,1,Yes,Diplomat,3,2.36,88000,8
9359,Hardware,62,0,2,Yes,Explorer,0,3.03,48000,3
9360,Software,36,0,2,Yes,Sentinel,6,2.39,85000,9
9361,Software,54,1,1,Yes,Diplomat,0,3.11,79200,5
9362,Software,36,0,2,Yes,Explorer,2,1.69,66000,5
9363,Hardware,29,1,1,Yes,Explorer,0,2.29,51200,4
9364,Software,50,0,2,Yes,Explorer,2,1.91,60000,5
9365,Hardware,57,0,2,Yes,Explorer,4,2.34,119000,6
9366,Software,46,0,2,Yes,Analyst,2,1.53,55000,3
9367,Hardware,60,0,5,Yes,Analyst,3,2.15,79000,4
9368,Software,38,1,2,Yes,Diplomat,0,2.66,69400,4
9369,Hardware,51,0,2,Yes,Explorer,2,1.14,57000,7
9370,Hardware,26,1,9,No,Diplomat,2,2.03,65800,3
9371,Software,40,0,3,No,Sentinel,1,3.82,50000,4
9372,Software,22,1,1,Yes,Explorer,1,2.92,60600,5
9373,Software,27,1,2,Yes,Diplomat,2,2.88,51600,7
9374,Software,55,1,2,Yes,Diplomat,3,3.28,82000,10
9375,Hardware,46,0,2,Yes,Explorer,4,1.80,84000,5
9376,Hardware,34,0,1,Yes,Explorer,1,2.83,67000,9
9377,Software,46,0,1,Yes,Explorer,2,3.73,60000,5
9378,Software,52,0,7,Yes,Explorer,4,2.29,98000,8
9379,Software,53,1,1,Yes,Sentinel,4,3.57,76400,6
9380,Hardware,47,1,2,Yes,Sentinel,4,4.00,77600,9
9381,Hardware,27,0,1,Yes,Explorer,5,3.92,91000,10
9382,Hardware,39,1,6,Yes,Diplomat,2,4.00,70200,10
9383,Hardware,28,0,2,Yes,Explorer,3,1.78,83000,6
9384,Hardware,63,0,2,Yes,Diplomat,4,2.09,91000,9
9385,Software,47,1,2,Yes,Sentinel,1,3.07,50600,4
9386,Software,57,0,1,Yes,Diplomat,3,1.75,71000,4
9387,Hardware,38,0,1,Yes,Diplomat,2,3.18,97000,5
9388,Software,54,0,1,Yes,Sentinel,4,3.43,47000,3
9389,Hardware,39,0,1,Yes,Diplomat,0,2.13,53000,6
9390,Software,26,1,1,Yes,Diplomat,0,3.42,46800,2
9391,Hardware,47,1,13,Yes,Diplomat,1,1.24,84600,5
9392,Software,50,1,1,Yes,Explorer,0,2.55,73000,6
9393,Software,35,0,2,Yes,Explorer,4,1.35,67000,6
9394,Software,46,0,3,Yes,Explorer,4,2.69,158000,4
9395,Software,31,0,7,No,Explorer,3,3.20,75000,6
9396,Hardware,34,1,3,Yes,Explorer,0,2.61,78200,6
9397,Hardware,27,1,2,Yes,Diplomat,1,2.63,51600,4
9398,Software,34,1,1,No,Analyst,1,2.31,28200,2
9399,Software,40,1,2,No,Explorer,3,3.82,83000,10
9400,Software,34,1,6,Yes,Diplomat,3,1.93,59200,8
9401,Hardware,34,0,2,Yes,Explorer,1,2.00,79000,3
9402,Software,27,0,2,No,Explorer,5,1.41,70000,6
9403,Hardware,63,0,2,Yes,Explorer,0,2.84,40000,5
9404,Software,34,1,2,Yes,Diplomat,4,2.49,58200,4
9405,Hardware,30,1,1,Yes,Explorer,4,2.99,96000,7
9406,Hardware,26,0,1,Yes,Explorer,5,2.18,67000,9
9407,Hardware,28,0,2,Yes,Diplomat,3,3.58,95000,10
9408,Hardware,62,1,1,Yes,Explorer,6,1.73,83600,9
9409,Software,26,1,1,Yes,Sentinel,3,3.09,53800,6
9410,Software,54,0,1,No,Explorer,1,2.47,52000,5
9411,Hardware,30,0,3,No,Explorer,3,2.05,53000,7
9412,Hardware,41,1,1,Yes,Sentinel,1,3.66,71800,4
9413,Hardware,61,0,2,Yes,Explorer,1,1.78,91000,5
9414,Hardware,44,1,2,Yes,Diplomat,6,3.62,144200,8
9415,Software,48,0,2,Yes,Explorer,1,3.21,58000,7
9416,Hardware,25,0,2,Yes,Explorer,1,3.77,75000,10
9417,Hardware,30,0,1,Yes,Diplomat,1,4.00,67000,8
9418,Hardware,33,0,2,Yes,Diplomat,2,4.00,78000,9
9419,Hardware,54,1,1,Yes,Diplomat,1,2.20,64200,5
9420,Software,36,1,5,No,Diplomat,0,1.64,33800,3
9421,Hardware,37,0,1,No,Sentinel,0,3.01,39000,2
9422,Software,28,1,1,Yes,Analyst,4,3.85,59400,4
9423,Software,23,1,2,Yes,Diplomat,6,1.60,65400,9
9424,Hardware,34,0,1,Yes,Diplomat,0,4.00,84000,8
9425,Hardware,46,0,2,Yes,Diplomat,3,1.95,112000,7
9426,Software,41,0,2,Yes,Diplomat,0,3.58,78000,6
9427,Hardware,24,0,2,Yes,Diplomat,5,2.49,69000,4
9428,Software,41,0,2,Yes,Explorer,3,2.21,77000,5
9429,Software,25,1,1,Yes,Explorer,5,3.84,67000,10
9430,Hardware,64,0,1,Yes,Diplomat,3,4.00,98000,10
9431,Software,22,0,1,No,Diplomat,2,2.97,49000,8
9432,Software,46,0,1,Yes,Explorer,2,2.82,83000,7
9433,Hardware,50,0,1,Yes,Analyst,3,3.89,87000,9
9434,Software,31,0,8,Yes,Diplomat,5,2.09,98000,9
9435,Software,40,1,2,No,Explorer,3,3.52,80000,7
9436,Hardware,59,1,2,No,Explorer,3,4.00,67200,8
9437,Software,41,0,1,Yes,Diplomat,5,1.85,65000,10
9438,Hardware,25,0,8,Yes,Diplomat,3,2.91,61000,5
9439,Software,26,0,1,Yes,Explorer,2,2.71,52000,5
9440,Software,38,0,3,Yes,Explorer,3,2.28,81000,5
9441,Hardware,53,0,1,No,Sentinel,2,1.40,41000,3
9442,Software,25,1,2,Yes,Explorer,3,1.28,50000,4
9443,Hardware,59,0,2,No,Diplomat,2,2.70,80000,6
9444,Software,45,1,9,Yes,Analyst,5,2.10,88000,7
9445,Software,56,0,2,Yes,Diplomat,1,2.29,54000,4
9446,Software,30,1,2,Yes,Analyst,4,2.82,56000,4
9447,Hardware,45,0,11,Yes,Explorer,0,2.95,85000,7
9448,Hardware,32,1,1,Yes,Diplomat,1,1.43,52600,4
9449,Software,39,1,1,No,Diplomat,5,1.23,64200,8
9450,Software,31,0,1,Yes,Analyst,4,2.86,54000,4
9451,Software,57,1,2,No,Explorer,2,3.63,69600,3
9452,Hardware,30,0,2,Yes,Analyst,3,3.35,60000,7
9453,Hardware,53,1,1,Yes,Diplomat,1,2.05,77400,4
9454,Hardware,41,0,2,No,Analyst,0,2.14,56000,2
9455,Hardware,52,0,2,Yes,Analyst,2,1.47,59000,5
9456,Hardware,55,0,1,No,Explorer,2,2.10,58000,5
9457,Hardware,33,0,2,Yes,Analyst,5,4.00,102000,5
9458,Hardware,64,1,2,No,Sentinel,2,2.06,30200,2
9459,Software,52,0,2,Yes,Diplomat,1,3.15,80000,7
9460,Hardware,45,0,7,Yes,Explorer,0,2.66,109000,9
9461,Hardware,30,1,2,Yes,Diplomat,2,4.00,80000,9
9462,Hardware,61,1,2,No,Diplomat,2,2.66,60800,8
9463,Software,25,1,4,Yes,Sentinel,2,3,59000,3
9464,Hardware,39,0,2,No,Explorer,3,2.58,76000,9
9465,Software,24,1,1,Yes,Analyst,1,2.88,53200,5
9466,Software,36,0,1,Yes,Analyst,2,1.26,51000,3
9467,Software,40,1,1,Yes,Explorer,2,3.59,71000,5
9468,Software,48,0,2,Yes,Explorer,3,2.29,93000,8
9469,Hardware,54,0,7,Yes,Diplomat,4,3.93,178000,8
9470,Software,24,0,1,Yes,Explorer,1,3.27,45000,4
9471,Hardware,34,0,8,Yes,Explorer,2,1.61,72000,9
9472,Software,21,1,1,Yes,Sentinel,3,3.60,69800,5
9473,Software,41,0,1,Yes,Sentinel,3,3.29,66000,7
9474,Software,22,0,5,No,Analyst,5,3.90,53000,5
9475,Software,22,1,2,Yes,Sentinel,0,3.96,38600,4
9476,Software,56,0,6,Yes,Explorer,5,3.17,131000,8
9477,Software,40,0,1,Yes,Diplomat,2,1.50,86000,7
9478,Software,54,0,2,No,Diplomat,1,1.89,48000,2
9479,Software,28,0,1,Yes,Diplomat,4,2.37,45000,8
9480,Hardware,25,1,2,Yes,Diplomat,1,2.91,53000,4
9481,Software,48,0,2,Yes,Diplomat,5,3.39,136000,10
9482,Software,54,1,1,Yes,Analyst,1,3.38,60200,3
9483,Hardware,44,0,8,Yes,Explorer,3,3.74,88000,5
9484,Hardware,49,0,1,No,Sentinel,1,2.95,49000,3
9485,Software,29,1,7,Yes,Analyst,3,3.83,85200,6
9486,Hardware,60,1,2,No,Diplomat,0,2.99,54000,5
9487,Hardware,48,1,6,Yes,Diplomat,2,4.00,85400,9
9488,Software,47,1,1,Yes,Diplomat,1,3.16,51600,3
9489,Software,30,1,1,Yes,Diplomat,6,3.56,83000,9
9490,Hardware,31,0,1,Yes,Explorer,1,4.00,87000,6
9491,Software,53,1,2,No,Explorer,4,1.99,81400,6
9492,Software,39,1,1,Yes,Sentinel,5,3.55,71200,10
9493,Software,52,1,7,Yes,Sentinel,5,1.88,64600,10
9494,Software,28,1,4,Yes,Explorer,1,2.40,79400,7
9495,Software,35,0,5,No,Explorer,0,2.91,59000,7
9496,Software,33,1,2,Yes,Explorer,1,2.17,50400,6
9497,Software,47,1,7,No,Explorer,6,1.99,77600,10
9498,Software,45,0,2,Yes,Explorer,1,1.59,55000,3
9499,Hardware,45,1,1,No,Diplomat,4,3.83,71000,7
9500,Software,31,1,1,Yes,Diplomat,5,2.18,73800,6
9501,Hardware,33,0,8,Yes,Sentinel,1,1.98,57000,4
9502,Software,37,1,3,Yes,Explorer,1,3.02,52600,4
9503,Hardware,35,1,2,No,Explorer,1,1.40,57000,5
9504,Software,30,1,1,Yes,Diplomat,1,3,55000,4
9505,Software,27,0,1,Yes,Diplomat,3,2.41,59000,6
9506,Software,35,1,2,Yes,Diplomat,3,1.30,63000,10
9507,Hardware,28,0,2,Yes,Explorer,0,1.39,50000,4
9508,Hardware,32,0,2,Yes,Explorer,4,1.95,80000,6
9509,Software,24,0,4,Yes,Diplomat,3,2.73,45000,7
9510,Software,24,1,1,Yes,Explorer,1,2.48,40200,3
9511,Software,33,1,7,Yes,Diplomat,3,3.52,99400,9
9512,Software,44,0,2,Yes,Analyst,3,1.83,60000,3
9513,Hardware,54,0,4,No,Sentinel,4,2.90,77000,5
9514,Software,32,1,2,No,Analyst,1,3.23,46600,6
9515,Hardware,63,0,2,Yes,Explorer,3,3.40,85000,8
9516,Hardware,57,0,1,Yes,Diplomat,3,3.29,94000,10
9517,Hardware,56,0,2,Yes,Explorer,4,3.35,113000,9
